state,year,quarter,registered_users,app_opens
telangana,2024,2,0,0
telangana,2024,3,0,0
telangana,2024,4,0,0
tripura,2018,1,0,0
tripura,2018,2,0,0
tripura,2018,3,0,0
tripura,2018,4,0,0
tripura,2019,1,0,0
tripura,2019,2,0,0
tripura,2019,3,0,0
tripura,2019,4,0,0
tripura,2020,1,0,0
tripura,2020,2,0,0
tripura,2020,3,0,0
tripura,2020,4,0,0
tripura,2021,1,0,0
tripura,2021,2,0,0
tripura,2021,3,0,0
tripura,2021,4,0,0
tripura,2022,1,0,0
tripura,2022,2,0,0
tripura,2022,3,0,0
tripura,2022,4,0,0
tripura,2023,1,0,0
tripura,2023,2,0,0
tripura,2023,3,0,0
tripura,2023,4,0,0
tripura,2024,1,0,0
tripura,2024,2,0,0
tripura,2024,3,0,0
tripura,2024,4,0,0
uttar-pradesh,2018,1,0,0
uttar-pradesh,2018,2,0,0
uttar-pradesh,2018,3,0,0
uttar-pradesh,2018,4,0,0
uttar-pradesh,2019,1,0,0
uttar-pradesh,2019,2,0,0
uttar-pradesh,2019,3,0,0
uttar-pradesh,2019,4,0,0
uttar-pradesh,2020,1,0,0
uttar-pradesh,2020,2,0,0
uttar-pradesh,2020,3,0,0
uttar-pradesh,2020,4,0,0
uttar-pradesh,2021,1,0,0
uttar-pradesh,2021,2,0,0
uttar-pradesh,2021,3,0,0
uttar-pradesh,2021,4,0,0
uttar-pradesh,2022,1,0,0
uttar-pradesh,2022,2,0,0
uttar-pradesh,2022,3,0,0
uttar-pradesh,2022,4,0,0
uttar-pradesh,2023,1,0,0
uttar-pradesh,2023,2,0,0
uttar-pradesh,2023,3,0,0
uttar-pradesh,2023,4,0,0
uttar-pradesh,2024,1,0,0
uttar-pradesh,2024,2,0,0
uttar-pradesh,2024,3,0,0
uttar-pradesh,2024,4,0,0
uttarakhand,2018,1,0,0
uttarakhand,2018,2,0,0
uttarakhand,2018,3,0,0
uttarakhand,2018,4,0,0
uttarakhand,2019,1,0,0
uttarakhand,2019,2,0,0
uttarakhand,2019,3,0,0
uttarakhand,2019,4,0,0
uttarakhand,2020,1,0,0
uttarakhand,2020,2,0,0
uttarakhand,2020,3,0,0
uttarakhand,2020,4,0,0
uttarakhand,2021,1,0,0
uttarakhand,2021,2,0,0
uttarakhand,2021,3,0,0
uttarakhand,2021,4,0,0
uttarakhand,2022,1,0,0
uttarakhand,2022,2,0,0
uttarakhand,2022,3,0,0
uttarakhand,2022,4,0,0
uttarakhand,2023,1,0,0
uttarakhand,2023,2,0,0
uttarakhand,2023,3,0,0
uttarakhand,2023,4,0,0
uttarakhand,2024,1,0,0
uttarakhand,2024,2,0,0
uttarakhand,2024,3,0,0
uttarakhand,2024,4,0,0
west-bengal,2018,1,0,0
west-bengal,2018,2,0,0
west-bengal,2018,3,0,0
west-bengal,2018,4,0,0
west-bengal,2019,1,0,0
west-bengal,2019,2,0,0
west-bengal,2019,3,0,0
west-bengal,2019,4,0,0
west-bengal,2020,1,0,0
west-bengal,2020,2,0,0
west-bengal,2020,3,0,0
west-bengal,2020,4,0,0
west-bengal,2021,1,0,0
west-bengal,2021,2,0,0
west-bengal,2021,3,0,0
west-bengal,2021,4,0,0
west-bengal,2022,1,0,0
west-bengal,2022,2,0,0
west-bengal,2022,3,0,0
west-bengal,2022,4,0,0
west-bengal,2023,1,0,0
west-bengal,2023,2,0,0
west-bengal,2023,3,0,0
west-bengal,2023,4,0,0
west-bengal,2024,1,0,0
west-bengal,2024,2,0,0
west-bengal,2024,3,0,0
west-bengal,2024,4,0,0
